id,a_atom,b1_atom,b2_atom,composition,distance_a,distance_b1,distance_b2,x_atom,cubic,ortho,eleneg_a,eleneg_b1,eleneg_b2,eleneg_x,hoe_a,hoe_b1,hoe_b2,hoe_x,ionenergy_a,ionenergy_b1,ionenergy_b2,ionenergy_x,luep_a,luep_b1,luep_b2,luep_x,rd_a,rd_b1,rd_b2,rd_x,rp_a,rp_b1,rp_b2,rp_x,rs_a,rs_b1,rs_b2,rs_x,ind_gap,heat_of_formation
Rb.Au.Bi.Br-cubic,Rb,Au,Bi,Rb.Au.Bi.Br,4.023663,2.805281,2.88476,Br,1,0,0.82,2.54,2.02,2.96,-2.2327,-5.7602,-4.5702,-7.8591,4.1771,9.2255,7.2855,11.8138,-2.2327,-5.7602,-4.5702,-7.8591,0.71,0.488,0.438,0.143,2.43,1.45,1.077,0.62,1.67,1.21,0.92,0.58,0.105,-0.9937385
Rb.Au.Ga.Br-cubic,Rb,Au,Ga,Rb.Au.Ga.Br,3.838585,2.789315,2.638212,Br,1,0,0.82,2.54,1.81,2.96,-2.2327,-5.7602,-2.5791,-7.8591,4.1771,9.2255,5.9993,11.8138,-2.2327,-5.7602,-2.5791,-7.8591,0.71,0.488,0.17,0.143,2.43,1.45,0.935,0.62,1.67,1.21,0.76,0.58,0,-0.98260225
Rb.Au.In.Br-cubic,Rb,Au,In,Rb.Au.In.Br,3.927738,2.797423,2.757164,Br,1,0,0.82,2.54,1.78,2.96,-2.2327,-5.7602,-2.5185,-7.8591,4.1771,9.2255,5.7864,11.8138,-2.2327,-5.7602,-2.5185,-7.8591,0.71,0.488,0.36,0.143,2.43,1.45,1.11,0.62,1.67,1.21,0.94,0.58,0,-1.01929466
Rb.Au.Sb.Br-cubic,Rb,Au,Sb,Rb.Au.Sb.Br,3.980028,2.805642,2.822955,Br,1,0,0.82,2.54,2.05,2.96,-2.2327,-5.7602,-4.8276,-7.8591,4.1771,9.2255,8.6084,11.8138,-2.2327,-5.7602,-4.8276,-7.8591,0.71,0.488,0.335,0.143,2.43,1.45,0.935,0.62,1.67,1.21,0.83,0.58,0,-0.954844767
Rb.Cu.Al.Br-cubic,Rb,Cu,Al,Rb.Cu.Al.Br,3.724351,2.706348,2.559658,Br,1,0,0.82,1.9,1.61,2.96,-2.2327,-4.6097,-2.7121,-7.8591,4.1771,7.7264,5.9858,11.8138,-2.2327,-4.6097,-2.7121,-7.8591,0.71,0.185,0,0.143,2.43,1.16,0.905,0.62,1.67,0.88,0.77,0.58,0,-1.144364515
Rb.Cu.As.Br-cubic,Rb,Cu,As,Rb.Cu.As.Br,3.784949,2.653329,2.699298,Br,1,0,0.82,1.9,2.18,2.96,-2.2327,-4.6097,-5.1947,-7.8591,4.1771,7.7264,9.7886,11.8138,-2.2327,-4.6097,-5.1947,-7.8591,0.71,0.185,0.155,0.143,2.43,1.16,0.745,0.62,1.67,0.88,0.67,0.58,0.195,-0.929802425
Rb.Cu.Bi.Br-cubic,Rb,Cu,Bi,Rb.Cu.Bi.Br,3.921891,2.655664,2.888288,Br,1,0,0.82,1.9,2.02,2.96,-2.2327,-4.6097,-4.5702,-7.8591,4.1771,7.7264,7.2855,11.8138,-2.2327,-4.6097,-4.5702,-7.8591,0.71,0.185,0.438,0.143,2.43,1.16,1.077,0.62,1.67,0.88,0.92,0.58,0.5582,-1.050742125
Rb.Cu.Ga.Br-cubic,Rb,Cu,Ga,Rb.Cu.Ga.Br,3.746864,2.661966,2.63687,Br,1,0,0.82,1.9,1.81,2.96,-2.2327,-4.6097,-2.5791,-7.8591,4.1771,7.7264,5.9993,11.8138,-2.2327,-4.6097,-2.5791,-7.8591,0.71,0.185,0.17,0.143,2.43,1.16,0.935,0.62,1.67,0.88,0.76,0.58,0,-1.032518075
Rb.Cu.In.Br-cubic,Rb,Cu,In,Rb.Cu.In.Br,3.83029,2.656888,2.759474,Br,1,0,0.82,1.9,1.78,2.96,-2.2327,-4.6097,-2.5185,-7.8591,4.1771,7.7264,5.7864,11.8138,-2.2327,-4.6097,-2.5185,-7.8591,0.71,0.185,0.36,0.143,2.43,1.16,1.11,0.62,1.67,0.88,0.94,0.58,0,-1.075357485
Rb.Cu.Sb.Br-cubic,Rb,Cu,Sb,Rb.Cu.Sb.Br,3.882053,2.655836,2.83279,Br,1,0,0.82,1.9,2.05,2.96,-2.2327,-4.6097,-4.8276,-7.8591,4.1771,7.7264,8.6084,11.8138,-2.2327,-4.6097,-4.8276,-7.8591,0.71,0.185,0.335,0.143,2.43,1.16,0.935,0.62,1.67,0.88,0.83,0.58,0.3028,-1.006316092
Rb.In.Al.Br-cubic,Rb,In,Al,Rb.In.Al.Br,4.015014,3.124774,2.538141,Br,1,0,0.82,1.78,1.61,2.96,-2.2327,-2.5185,-2.7121,-7.8591,4.1771,5.7864,5.9858,11.8138,-2.2327,-2.5185,-2.7121,-7.8591,0.71,0.36,0,0.143,2.43,1.11,0.905,0.62,1.67,0.94,0.77,0.58,1.8871,-1.275559625
Rb.In.As.Br-cubic,Rb,In,As,Rb.In.As.Br,4.038915,3.015841,2.691439,Br,1,0,0.82,1.78,2.18,2.96,-2.2327,-2.5185,-5.1947,-7.8591,4.1771,5.7864,9.7886,11.8138,-2.2327,-2.5185,-5.1947,-7.8591,0.71,0.36,0.155,0.143,2.43,1.11,0.745,0.62,1.67,0.94,0.67,0.58,0.0308,-1.044230035
Rb.In.Bi.Br-cubic,Rb,In,Bi,Rb.In.Bi.Br,4.210301,3.067948,2.88491,Br,1,0,0.82,1.78,2.02,2.96,-2.2327,-2.5185,-4.5702,-7.8591,4.1771,5.7864,7.2855,11.8138,-2.2327,-2.5185,-4.5702,-7.8591,0.71,0.36,0.438,0.143,2.43,1.11,1.077,0.62,1.67,0.94,0.92,0.58,0.1087,-1.154327835
Rb.In.Ga.Br-cubic,Rb,In,Ga,Rb.In.Ga.Br,4.014426,2.729347,2.945844,Br,1,0,0.82,1.78,1.81,2.96,-2.2327,-2.5185,-2.5791,-7.8591,4.1771,5.7864,5.9993,11.8138,-2.2327,-2.5185,-2.5791,-7.8591,0.71,0.36,0.17,0.143,2.43,1.11,0.935,0.62,1.67,0.94,0.76,0.58,0.8699,-1.172031285
Rb.In.In.Br-cubic,Rb,In,In,Rb.In.In.Br,4.107702,2.902127,2.902127,Br,1,0,0.82,1.78,1.78,2.96,-2.2327,-2.5185,-2.5185,-7.8591,4.1771,5.7864,5.7864,11.8138,-2.2327,-2.5185,-2.5185,-7.8591,0.71,0.36,0.36,0.143,2.43,1.11,1.11,0.62,1.67,0.94,0.94,0.58,0.6885,-1.185390195
Rb.In.Sb.Br-cubic,Rb,In,Sb,Rb.In.Sb.Br,4.161098,3.055147,2.82733,Br,1,0,0.82,1.78,2.05,2.96,-2.2327,-2.5185,-4.8276,-7.8591,4.1771,5.7864,8.6084,11.8138,-2.2327,-2.5185,-4.8276,-7.8591,0.71,0.36,0.335,0.143,2.43,1.11,0.935,0.62,1.67,0.94,0.83,0.58,0.0204,-1.111678002
Rb.Tl.Al.Br-cubic,Rb,Tl,Al,Rb.Tl.Al.Br,4.043746,3.169567,2.531318,Br,1,0,0.82,2.04,1.61,2.96,-2.2327,-2.37,-2.7121,-7.8591,4.1771,6.1082,5.9858,11.8138,-2.2327,-2.37,-2.7121,-7.8591,0.71,0.463,0,0.143,2.43,1.22,0.905,0.62,1.67,1.015,0.77,0.58,2.5847,-1.30857088
Rb.Tl.As.Br-cubic,Rb,Tl,As,Rb.Tl.As.Br,4.098598,3.117053,2.670637,Br,1,0,0.82,2.04,2.18,2.96,-2.2327,-2.37,-5.1947,-7.8591,4.1771,6.1082,9.7886,11.8138,-2.2327,-2.37,-5.1947,-7.8591,0.71,0.463,0.155,0.143,2.43,1.22,0.745,0.62,1.67,1.015,0.67,0.58,0.7202,-1.05942269
Rb.Tl.Bi.Br-cubic,Rb,Tl,Bi,Rb.Tl.Bi.Br,4.257237,3.146286,2.871214,Br,1,0,0.82,2.04,2.02,2.96,-2.2327,-2.37,-4.5702,-7.8591,4.1771,6.1082,7.2855,11.8138,-2.2327,-2.37,-4.5702,-7.8591,0.71,0.463,0.438,0.143,2.43,1.22,1.077,0.62,1.67,1.015,0.92,0.58,0.59,-1.17843999
Rb.Tl.Ga.Br-cubic,Rb,Tl,Ga,Rb.Tl.Ga.Br,4.055693,3.142555,2.579212,Br,1,0,0.82,2.04,1.81,2.96,-2.2327,-2.37,-2.5791,-7.8591,4.1771,6.1082,5.9993,11.8138,-2.2327,-2.37,-2.5791,-7.8591,0.71,0.463,0.17,0.143,2.43,1.22,0.935,0.62,1.67,1.015,0.76,0.58,1.3803,-1.17226904
Rb.Tl.In.Br-cubic,Rb,Tl,In,Rb.Tl.In.Br,4.151162,3.148019,2.714607,Br,1,0,0.82,2.04,1.78,2.96,-2.2327,-2.37,-2.5185,-7.8591,4.1771,6.1082,5.7864,11.8138,-2.2327,-2.37,-2.5185,-7.8591,0.71,0.463,0.36,0.143,2.43,1.22,1.11,0.62,1.67,1.015,0.94,0.58,1.5726,-1.21096255
Rb.Tl.Sb.Br-cubic,Rb,Tl,Sb,Rb.Tl.Sb.Br,4.213637,3.140457,2.814054,Br,1,0,0.82,2.04,2.05,2.96,-2.2327,-2.37,-4.8276,-7.8591,4.1771,6.1082,8.6084,11.8138,-2.2327,-2.37,-4.8276,-7.8591,0.71,0.463,0.335,0.143,2.43,1.22,0.935,0.62,1.67,1.015,0.83,0.58,0.6199,-1.132750057
Cs.Ag.Al.Cl-cubic,Cs,Ag,Al,Cs.Ag.Al.Cl,3.672471,2.81293,2.371334,Cl,1,0,0.79,1.93,1.61,3.16,-2.0862,-4.4045,-2.7121,-8.5949,3.8939,7.5762,5.9858,12.9676,-2.0862,-4.4045,-2.7121,-8.5949,0,0.385,0,0,2.6,1.33,0.905,0.51,1.71,1.045,0.77,0.5,2.1892,-1.51599637
Cs.Ag.As.Cl-cubic,Cs,Ag,As,Cs.Ag.As.Cl,3.738905,2.751614,2.533751,Cl,1,0,0.79,1.93,2.18,3.16,-2.0862,-4.4045,-5.1947,-8.5949,3.8939,7.5762,9.7886,12.9676,-2.0862,-4.4045,-5.1947,-8.5949,0,0.385,0.155,0,2.6,1.33,0.745,0.51,1.71,1.045,0.67,0.5,1.2792,-1.20350208
Cs.Ag.Bi.Cl-cubic,Cs,Ag,Bi,Cs.Ag.Bi.Cl,3.87391,2.745893,2.732635,Cl,1,0,0.79,1.93,2.02,3.16,-2.0862,-4.4045,-4.5702,-8.5949,3.8939,7.5762,7.2855,12.9676,-2.0862,-4.4045,-4.5702,-8.5949,0,0.385,0.438,0,2.6,1.33,1.077,0.51,1.71,1.045,0.92,0.5,1.5671,-1.34394038
Cs.Ag.Ga.Cl-cubic,Cs,Ag,Ga,Cs.Ag.Ga.Cl,3.689419,2.782605,2.429027,Cl,1,0,0.79,1.93,1.81,3.16,-2.0862,-4.4045,-2.5791,-8.5949,3.8939,7.5762,5.9993,12.9676,-2.0862,-4.4045,-2.5791,-8.5949,0,0.385,0.17,0,2.6,1.33,0.935,0.51,1.71,1.045,0.76,0.5,0.9376,-1.34214953
Cs.Ag.In.Cl-cubic,Cs,Ag,In,Cs.Ag.In.Cl,3.77178,2.762725,2.569629,Cl,1,0,0.79,1.93,1.78,3.16,-2.0862,-4.4045,-2.5185,-8.5949,3.8939,7.5762,5.7864,12.9676,-2.0862,-4.4045,-2.5185,-8.5949,0,0.385,0.36,0,2.6,1.33,1.11,0.51,1.71,1.045,0.94,0.5,1.0098,-1.38060884
Cs.Ag.Sb.Cl-cubic,Cs,Ag,Sb,Cs.Ag.Sb.Cl,3.834789,2.749412,2.673534,Cl,1,0,0.79,1.93,2.05,3.16,-2.0862,-4.4045,-4.8276,-8.5949,3.8939,7.5762,8.6084,12.9676,-2.0862,-4.4045,-4.8276,-8.5949,0,0.385,0.335,0,2.6,1.33,0.935,0.51,1.71,1.045,0.83,0.5,1.3481,-1.293616047
Cs.Au.Al.Cl-cubic,Cs,Au,Al,Cs.Au.Al.Cl,3.669357,2.803402,2.377089,Cl,1,0,0.79,2.54,1.61,3.16,-2.0862,-5.7602,-2.7121,-8.5949,3.8939,9.2255,5.9858,12.9676,-2.0862,-5.7602,-2.7121,-8.5949,0,0.488,0,0,2.6,1.45,0.905,0.51,1.71,1.21,0.77,0.5,0.3603,-1.37564707
Cs.Au.As.Cl-cubic,Cs,Au,As,Cs.Au.As.Cl,3.725824,2.721584,2.546066,Cl,1,0,0.79,2.54,2.18,3.16,-2.0862,-5.7602,-5.1947,-8.5949,3.8939,9.2255,9.7886,12.9676,-2.0862,-5.7602,-5.1947,-8.5949,0,0.488,0.155,0,2.6,1.45,0.745,0.51,1.71,1.21,0.67,0.5,0.0619,-1.08840578
Cs.Au.Bi.Cl-cubic,Cs,Au,Bi,Cs.Au.Bi.Cl,3.865005,2.725522,2.740411,Cl,1,0,0.79,2.54,2.02,3.16,-2.0862,-5.7602,-4.5702,-8.5949,3.8939,9.2255,7.2855,12.9676,-2.0862,-5.7602,-4.5702,-8.5949,0,0.488,0.438,0,2.6,1.45,1.077,0.51,1.71,1.21,0.92,0.5,0.4324,-1.21956278
Cs.Au.Ga.Cl-cubic,Cs,Au,Ga,Cs.Au.Ga.Cl,3.679781,2.747818,2.451971,Cl,1,0,0.79,2.54,1.81,3.16,-2.0862,-5.7602,-2.5791,-8.5949,3.8939,9.2255,5.9993,12.9676,-2.0862,-5.7602,-2.5791,-8.5949,0,0.488,0.17,0,2.6,1.45,0.935,0.51,1.71,1.21,0.76,0.5,0,-1.21425803
Cs.Au.In.Cl-cubic,Cs,Au,In,Cs.Au.In.Cl,3.763701,2.730786,2.590973,Cl,1,0,0.79,2.54,1.78,3.16,-2.0862,-5.7602,-2.5185,-8.5949,3.8939,9.2255,5.7864,12.9676,-2.0862,-5.7602,-2.5185,-8.5949,0,0.488,0.36,0,2.6,1.45,1.11,0.51,1.71,1.21,0.94,0.5,0,-1.25101974
Cs.Au.Sb.Cl-cubic,Cs,Au,Sb,Cs.Au.Sb.Cl,3.82433,2.730226,2.678068,Cl,1,0,0.79,2.54,2.05,3.16,-2.0862,-5.7602,-4.8276,-8.5949,3.8939,9.2255,8.6084,12.9676,-2.0862,-5.7602,-4.8276,-8.5949,0,0.488,0.335,0,2.6,1.45,0.935,0.51,1.71,1.21,0.83,0.5,0.1614,-1.174498347
Cs.Cu.Al.Cl-cubic,Cs,Cu,Al,Cs.Cu.Al.Cl,3.569535,2.654765,2.389843,Cl,1,0,0.79,1.9,1.61,3.16,-2.0862,-4.6097,-2.7121,-8.5949,3.8939,7.7264,5.9858,12.9676,-2.0862,-4.6097,-2.7121,-8.5949,0,0.185,0,0,2.6,1.16,0.905,0.51,1.71,0.88,0.77,0.5,0.6212,-1.439404295
Cs.Cu.As.Cl-cubic,Cs,Cu,As,Cs.Cu.As.Cl,3.627259,2.564398,2.565321,Cl,1,0,0.79,1.9,2.18,3.16,-2.0862,-4.6097,-5.1947,-8.5949,3.8939,7.7264,9.7886,12.9676,-2.0862,-4.6097,-5.1947,-8.5949,0,0.185,0.155,0,2.6,1.16,0.745,0.51,1.71,0.88,0.67,0.5,0.5367,-1.153264805
Cs.Cu.Bi.Cl-cubic,Cs,Cu,Bi,Cs.Cu.Bi.Cl,3.750412,2.548217,2.753676,Cl,1,0,0.79,1.9,2.02,3.16,-2.0862,-4.6097,-4.5702,-8.5949,3.8939,7.7264,7.2855,12.9676,-2.0862,-4.6097,-4.5702,-8.5949,0,0.185,0.438,0,2.6,1.16,1.077,0.51,1.71,0.88,0.92,0.5,0.7609,-1.297999305
Cs.Cu.Ga.Cl-cubic,Cs,Cu,Ga,Cs.Cu.Ga.Cl,3.583442,2.593985,2.473045,Cl,1,0,0.79,1.9,1.81,3.16,-2.0862,-4.6097,-2.5791,-8.5949,3.8939,7.7264,5.9993,12.9676,-2.0862,-4.6097,-2.5791,-8.5949,0,0.185,0.17,0,2.6,1.16,0.935,0.51,1.71,0.88,0.76,0.5,0,-1.280938655
Cs.Cu.In.Cl-cubic,Cs,Cu,In,Cs.Cu.In.Cl,3.659785,2.567063,2.608571,Cl,1,0,0.79,1.9,1.78,3.16,-2.0862,-4.6097,-2.5185,-8.5949,3.8939,7.7264,5.7864,12.9676,-2.0862,-4.6097,-2.5185,-8.5949,0,0.185,0.36,0,2.6,1.16,1.11,0.51,1.71,0.88,0.94,0.5,0,-1.327001865
Cs.Cu.Sb.Cl-cubic,Cs,Cu,Sb,Cs.Cu.Sb.Cl,3.716153,2.555089,2.699355,Cl,1,0,0.79,1.9,2.05,3.16,-2.0862,-4.6097,-4.8276,-8.5949,3.8939,7.7264,8.6084,12.9676,-2.0862,-4.6097,-4.8276,-8.5949,0,0.185,0.335,0,2.6,1.16,0.935,0.51,1.71,0.88,0.83,0.5,0.6478,-1.246768272
Cs.In.Al.Cl-cubic,Cs,In,Al,Cs.In.Al.Cl,3.859186,3.073402,2.361015,Cl,1,0,0.79,1.78,1.61,3.16,-2.0862,-2.5185,-2.7121,-8.5949,3.8939,5.7864,5.9858,12.9676,-2.0862,-2.5185,-2.7121,-8.5949,0,0.36,0,0,2.6,1.11,0.905,0.51,1.71,0.94,0.77,0.5,2.9697,-1.604786905
Cs.In.As.Cl-cubic,Cs,In,As,Cs.In.As.Cl,3.90013,2.97176,2.535211,Cl,1,0,0.79,1.78,2.18,3.16,-2.0862,-2.5185,-5.1947,-8.5949,3.8939,5.7864,9.7886,12.9676,-2.0862,-2.5185,-5.1947,-8.5949,0,0.36,0.155,0,2.6,1.11,0.745,0.51,1.71,0.94,0.67,0.5,0.6019,-1.285007715
Cs.In.Bi.Cl-cubic,Cs,In,Bi,Cs.In.Bi.Cl,4.06086,3.005925,2.733772,Cl,1,0,0.79,1.78,2.02,3.16,-2.0862,-2.5185,-4.5702,-8.5949,3.8939,5.7864,7.2855,12.9676,-2.0862,-2.5185,-4.5702,-8.5949,0,0.36,0.438,0,2.6,1.11,1.077,0.51,1.71,0.94,0.92,0.5,0.4401,-1.412981015
Cs.In.Ga.Cl-cubic,Cs,In,Ga,Cs.In.Ga.Cl,3.868871,2.56571,2.900574,Cl,1,0,0.79,1.78,1.81,3.16,-2.0862,-2.5185,-2.5791,-8.5949,3.8939,5.7864,5.9993,12.9676,-2.0862,-2.5185,-2.5791,-8.5949,0,0.36,0.17,0,2.6,1.11,0.935,0.51,1.71,0.94,0.76,0.5,1.7994,-1.442732465
Cs.In.In.Cl-cubic,Cs,In,In,Cs.In.In.Cl,3.956252,2.792936,2.792936,Cl,1,0,0.79,1.78,1.78,3.16,-2.0862,-2.5185,-2.5185,-8.5949,3.8939,5.7864,5.7864,12.9676,-2.0862,-2.5185,-2.5185,-8.5949,0,0.36,0.36,0,2.6,1.11,1.11,0.51,1.71,0.94,0.94,0.5,1.5767,-1.459136375
Cs.In.Sb.Cl-cubic,Cs,In,Sb,Cs.In.Sb.Cl,4.011942,2.992609,2.676736,Cl,1,0,0.79,1.78,2.05,3.16,-2.0862,-2.5185,-4.8276,-8.5949,3.8939,5.7864,8.6084,12.9676,-2.0862,-2.5185,-4.8276,-8.5949,0,0.36,0.335,0,2.6,1.11,0.935,0.51,1.71,0.94,0.83,0.5,0.5387,-1.364971282
Cs.Tl.Al.Cl-cubic,Cs,Tl,Al,Cs.Tl.Al.Cl,3.877452,3.101399,2.356812,Cl,1,0,0.79,2.04,1.61,3.16,-2.0862,-2.37,-2.7121,-8.5949,3.8939,6.1082,5.9858,12.9676,-2.0862,-2.37,-2.7121,-8.5949,0,0.463,0,0,2.6,1.22,0.905,0.51,1.71,1.015,0.77,0.5,3.6705,-1.64336846
Cs.Tl.As.Cl-cubic,Cs,Tl,As,Cs.Tl.As.Cl,3.950357,3.053419,2.520507,Cl,1,0,0.79,2.04,2.18,3.16,-2.0862,-2.37,-5.1947,-8.5949,3.8939,6.1082,9.7886,12.9676,-2.0862,-2.37,-5.1947,-8.5949,0,0.463,0.155,0,2.6,1.22,0.745,0.51,1.71,1.015,0.67,0.5,1.26,-1.31077277
Cs.Tl.Bi.Cl-cubic,Cs,Tl,Bi,Cs.Tl.Bi.Cl,4.097084,3.064597,2.724564,Cl,1,0,0.79,2.04,2.02,3.16,-2.0862,-2.37,-4.5702,-8.5949,3.8939,6.1082,7.2855,12.9676,-2.0862,-2.37,-4.5702,-8.5949,0,0.463,0.438,0,2.6,1.22,1.077,0.51,1.71,1.015,0.92,0.5,1.1018,-1.44394307
Cs.Tl.Ga.Cl-cubic,Cs,Tl,Ga,Cs.Tl.Ga.Cl,3.896643,3.08027,2.409996,Cl,1,0,0.79,2.04,1.81,3.16,-2.0862,-2.37,-2.5791,-8.5949,3.8939,6.1082,5.9993,12.9676,-2.0862,-2.37,-2.5791,-8.5949,0,0.463,0.17,0,2.6,1.22,0.935,0.51,1.71,1.015,0.76,0.5,2.4214,-1.46312322
Cs.Tl.In.Cl-cubic,Cs,Tl,In,Cs.Tl.In.Cl,3.988805,3.073897,2.555188,Cl,1,0,0.79,2.04,1.78,3.16,-2.0862,-2.37,-2.5185,-8.5949,3.8939,6.1082,5.7864,12.9676,-2.0862,-2.37,-2.5185,-8.5949,0,0.463,0.36,0,2.6,1.22,1.11,0.51,1.71,1.015,0.94,0.5,2.4561,-1.49219223
Cs.Tl.Sb.Cl-cubic,Cs,Tl,Sb,Cs.Tl.Sb.Cl,4.056151,3.063615,2.665746,Cl,1,0,0.79,2.04,2.05,3.16,-2.0862,-2.37,-4.8276,-8.5949,3.8939,6.1082,8.6084,12.9676,-2.0862,-2.37,-4.8276,-8.5949,0,0.463,0.335,0,2.6,1.22,0.935,0.51,1.71,1.015,0.83,0.5,1.12,-1.394131237
K.Ag.Al.Cl-cubic,K,Ag,Al,K.Ag.Al.Cl,3.590743,2.722121,2.349102,Cl,1,0,0.82,1.93,1.61,3.16,-2.319,-4.4045,-2.7121,-8.5949,4.3407,7.5762,5.9858,12.9676,-2.319,-4.4045,-2.7121,-8.5949,0.37,0.385,0,0,2.15,1.33,0.905,0.51,1.54,1.045,0.77,0.5,2.1587,-1.46835335
K.Ag.As.Cl-cubic,K,Ag,As,K.Ag.As.Cl,3.67438,2.683434,2.511502,Cl,1,0,0.82,1.93,2.18,3.16,-2.319,-4.4045,-5.1947,-8.5949,4.3407,7.5762,9.7886,12.9676,-2.319,-4.4045,-5.1947,-8.5949,0.37,0.385,0.155,0,2.15,1.33,0.745,0.51,1.54,1.045,0.67,0.5,1.1805,-1.13936706
K.Ag.Bi.Cl-cubic,K,Ag,Bi,K.Ag.Bi.Cl,3.827651,2.698649,2.714455,Cl,1,0,0.82,1.93,2.02,3.16,-2.319,-4.4045,-4.5702,-8.5949,4.3407,7.5762,7.2855,12.9676,-2.319,-4.4045,-4.5702,-8.5949,0.37,0.385,0.438,0,2.15,1.33,1.077,0.51,1.54,1.045,0.92,0.5,1.5173,-1.25839146
K.Ag.Ga.Cl-cubic,K,Ag,Ga,K.Ag.Ga.Cl,3.615292,2.70213,2.406387,Cl,1,0,0.82,1.93,1.81,3.16,-2.319,-4.4045,-2.5791,-8.5949,4.3407,7.5762,5.9993,12.9676,-2.319,-4.4045,-2.5791,-8.5949,0.37,0.385,0.17,0,2.15,1.33,0.935,0.51,1.54,1.045,0.76,0.5,0.8293,-1.29032551
K.Ag.In.Cl-cubic,K,Ag,In,K.Ag.In.Cl,3.711827,2.69942,2.548817,Cl,1,0,0.82,1.93,1.78,3.16,-2.319,-4.4045,-2.5185,-8.5949,4.3407,7.5762,5.7864,12.9676,-2.319,-4.4045,-2.5185,-8.5949,0.37,0.385,0.36,0,2.15,1.33,1.11,0.51,1.54,1.045,0.94,0.5,0.9338,-1.31147312
K.Ag.Sb.Cl-cubic,K,Ag,Sb,K.Ag.Sb.Cl,3.784189,2.696795,2.654774,Cl,1,0,0.82,1.93,2.05,3.16,-2.319,-4.4045,-4.8276,-8.5949,4.3407,7.5762,8.6084,12.9676,-2.319,-4.4045,-4.8276,-8.5949,0.37,0.385,0.335,0,2.15,1.33,0.935,0.51,1.54,1.045,0.83,0.5,1.277,-1.213266927
K.Au.Al.Cl-cubic,K,Au,Al,K.Au.Al.Cl,3.595601,2.722905,2.355398,Cl,1,0,0.82,2.54,1.61,3.16,-2.319,-5.7602,-2.7121,-8.5949,4.3407,9.2255,5.9858,12.9676,-2.319,-5.7602,-2.7121,-8.5949,0.37,0.488,0,0,2.15,1.45,0.905,0.51,1.54,1.21,0.77,0.5,0.3487,-1.32703435
K.Au.As.Cl-cubic,K,Au,As,K.Au.As.Cl,3.667095,2.664835,2.520213,Cl,1,0,0.82,2.54,2.18,3.16,-2.319,-5.7602,-5.1947,-8.5949,4.3407,9.2255,9.7886,12.9676,-2.319,-5.7602,-5.1947,-8.5949,0.37,0.488,0.155,0,2.15,1.45,0.745,0.51,1.54,1.21,0.67,0.5,0,-1.02574116
K.Au.Bi.Cl-cubic,K,Au,Bi,K.Au.Bi.Cl,3.822639,2.682964,2.72299,Cl,1,0,0.82,2.54,2.02,3.16,-2.319,-5.7602,-4.5702,-8.5949,4.3407,9.2255,7.2855,12.9676,-2.319,-5.7602,-4.5702,-8.5949,0.37,0.488,0.438,0,2.15,1.45,1.077,0.51,1.54,1.21,0.92,0.5,0.3961,-1.13447236
K.Au.Ga.Cl-cubic,K,Au,Ga,K.Au.Ga.Cl,3.613442,2.67884,2.428265,Cl,1,0,0.82,2.54,1.81,3.16,-2.319,-5.7602,-2.5791,-8.5949,4.3407,9.2255,5.9993,12.9676,-2.319,-5.7602,-2.5791,-8.5949,0.37,0.488,0.17,0,2.15,1.45,0.935,0.51,1.54,1.21,0.76,0.5,0,-1.16283271
K.Au.In.Cl-cubic,K,Au,In,K.Au.In.Cl,3.71302,2.680789,2.569627,Cl,1,0,0.82,2.54,1.78,3.16,-2.319,-5.7602,-2.5185,-8.5949,4.3407,9.2255,5.7864,12.9676,-2.319,-5.7602,-2.5185,-8.5949,0.37,0.488,0.36,0,2.15,1.45,1.11,0.51,1.54,1.21,0.94,0.5,0,-1.18193962
K.Au.Sb.Cl-cubic,K,Au,Sb,K.Au.Sb.Cl,3.778322,2.683878,2.659448,Cl,1,0,0.82,2.54,2.05,3.16,-2.319,-5.7602,-4.8276,-8.5949,4.3407,9.2255,8.6084,12.9676,-2.319,-5.7602,-4.8276,-8.5949,0.37,0.488,0.335,0,2.15,1.45,0.935,0.51,1.54,1.21,0.83,0.5,0.105,-1.094923627
K.Cu.Al.Cl-cubic,K,Cu,Al,K.Cu.Al.Cl,3.471118,2.546916,2.36021,Cl,1,0,0.82,1.9,1.61,3.16,-2.319,-4.6097,-2.7121,-8.5949,4.3407,7.7264,5.9858,12.9676,-2.319,-4.6097,-2.7121,-8.5949,0.37,0.185,0,0,2.15,1.16,0.905,0.51,1.54,0.88,0.77,0.5,0.6905,-1.422071575
K.Cu.As.Cl-cubic,K,Cu,As,K.Cu.As.Cl,3.552022,2.492837,2.530411,Cl,1,0,0.82,1.9,2.18,3.16,-2.319,-4.6097,-5.1947,-8.5949,4.3407,7.7264,9.7886,12.9676,-2.319,-4.6097,-5.1947,-8.5949,0.37,0.185,0.155,0,2.15,1.16,0.745,0.51,1.54,0.88,0.67,0.5,0.5018,-1.115107985
K.Cu.Bi.Cl-cubic,K,Cu,Bi,K.Cu.Bi.Cl,3.697663,2.499734,2.72708,Cl,1,0,0.82,1.9,2.02,3.16,-2.319,-4.6097,-4.5702,-8.5949,4.3407,7.7264,7.2855,12.9676,-2.319,-4.6097,-4.5702,-8.5949,0.37,0.185,0.438,0,2.15,1.16,1.077,0.51,1.54,0.88,0.92,0.5,0.7442,-1.231303385
