id,a_atom,b1_atom,b2_atom,composition,distance_a,distance_b1,distance_b2,x_atom,cubic,ortho,eleneg_a,eleneg_b1,eleneg_b2,eleneg_x,hoe_a,hoe_b1,hoe_b2,hoe_x,ionenergy_a,ionenergy_b1,ionenergy_b2,ionenergy_x,luep_a,luep_b1,luep_b2,luep_x,rd_a,rd_b1,rd_b2,rd_x,rp_a,rp_b1,rp_b2,rp_x,rs_a,rs_b1,rs_b2,rs_x,ind_gap,heat_of_formation
Cs.Ag.Sb.I-ortho,Cs,Ag,Sb,Cs.Ag.Sb.I,4.300199,3.052189,3.061599,I,0,1,0.79,1.93,2.05,2.66,-2.0862,-4.4045,-4.8276,-7.0851,3.8939,7.5762,8.6084,10.4513,-2.0862,-4.4045,-4.8276,-7.0851,0,0.385,0.335,0.315,2.6,1.33,0.935,0.83,1.71,1.045,0.83,0.755,0.5516,-0.830862672
Cs.Au.Al.I-ortho,Cs,Au,Al,Cs.Au.Al.I,4.188665,3.308074,2.977273,I,0,1,0.79,2.54,1.61,2.66,-2.0862,-5.7602,-2.7121,-7.0851,3.8939,9.2255,5.9858,10.4513,-2.0862,-5.7602,-2.7121,-7.0851,0,0.488,0,0.315,2.6,1.45,0.905,0.83,1.71,1.21,0.77,0.755,1.7988,-0.856428695
Cs.Au.As.I-ortho,Cs,Au,As,Cs.Au.As.I,4.164492,2.965989,2.923376,I,0,1,0.79,2.54,2.18,2.66,-2.0862,-5.7602,-5.1947,-7.0851,3.8939,9.2255,9.7886,10.4513,-2.0862,-5.7602,-5.1947,-7.0851,0,0.488,0.155,0.315,2.6,1.45,0.745,0.83,1.71,1.21,0.67,0.755,0,-0.700695755
Cs.Au.Bi.I-ortho,Cs,Au,Bi,Cs.Au.Bi.I,4.377391,3.115924,3.135919,I,0,1,0.79,2.54,2.02,2.66,-2.0862,-5.7602,-4.5702,-7.0851,3.8939,9.2255,7.2855,10.4513,-2.0862,-5.7602,-4.5702,-7.0851,0,0.488,0.438,0.315,2.6,1.45,1.077,0.83,1.71,1.21,0.92,0.755,0.0997,-0.807736105
Cs.Au.Ga.I-ortho,Cs,Au,Ga,Cs.Au.Ga.I,4.380214,3.199414,2.994317,I,0,1,0.79,2.54,1.81,2.66,-2.0862,-5.7602,-2.5791,-7.0851,3.8939,9.2255,5.9993,10.4513,-2.0862,-5.7602,-2.5791,-7.0851,0,0.488,0.17,0.315,2.6,1.45,0.935,0.83,1.71,1.21,0.76,0.755,0.711,-0.788026255
Cs.Au.In.I-ortho,Cs,Au,In,Cs.Au.In.I,4.202137,3.180902,3.097937,I,0,1,0.79,2.54,1.78,2.66,-2.0862,-5.7602,-2.5185,-7.0851,3.8939,9.2255,5.7864,10.4513,-2.0862,-5.7602,-2.5185,-7.0851,0,0.488,0.36,0.315,2.6,1.45,1.11,0.83,1.71,1.21,0.94,0.755,0.7908,-0.831846715
Cs.Au.Sb.I-ortho,Cs,Au,Sb,Cs.Au.Sb.I,4.288607,3.017381,3.060461,I,0,1,0.79,2.54,2.05,2.66,-2.0862,-5.7602,-4.8276,-7.0851,3.8939,9.2255,8.6084,10.4513,-2.0862,-5.7602,-4.8276,-7.0851,0,0.488,0.335,0.315,2.6,1.45,0.935,0.83,1.71,1.21,0.83,0.755,0,-0.766421572
Cs.Cu.Al.I-ortho,Cs,Cu,Al,Cs.Cu.Al.I,4.234187,3.075542,2.910437,I,0,1,0.79,1.9,1.61,2.66,-2.0862,-4.6097,-2.7121,-7.0851,3.8939,7.7264,5.9858,10.4513,-2.0862,-4.6097,-2.7121,-7.0851,0,0.185,0,0.315,2.6,1.16,0.905,0.83,1.71,0.88,0.77,0.755,1.1815,-0.84558622
Cs.Cu.As.I-ortho,Cs,Cu,As,Cs.Cu.As.I,4.101332,2.871076,2.929229,I,0,1,0.79,1.9,2.18,2.66,-2.0862,-4.6097,-5.1947,-7.0851,3.8939,7.7264,9.7886,10.4513,-2.0862,-4.6097,-5.1947,-7.0851,0,0.185,0.155,0.315,2.6,1.16,0.745,0.83,1.71,0.88,0.67,0.755,0,-0.69727668
Cs.Cu.Bi.I-ortho,Cs,Cu,Bi,Cs.Cu.Bi.I,4.306552,3.002757,3.140814,I,0,1,0.79,1.9,2.02,2.66,-2.0862,-4.6097,-4.5702,-7.0851,3.8939,7.7264,7.2855,10.4513,-2.0862,-4.6097,-4.5702,-7.0851,0,0.185,0.438,0.315,2.6,1.16,1.077,0.83,1.71,0.88,0.92,0.755,0.4616,-0.81696348
Cs.Cu.Ga.I-ortho,Cs,Cu,Ga,Cs.Cu.Ga.I,4.223225,3.001268,2.964227,I,0,1,0.79,1.9,1.81,2.66,-2.0862,-4.6097,-2.5791,-7.0851,3.8939,7.7264,5.9993,10.4513,-2.0862,-4.6097,-2.5791,-7.0851,0,0.185,0.17,0.315,2.6,1.16,0.935,0.83,1.71,0.88,0.76,0.755,0.5666,-0.78122368
Cs.Cu.In.I-ortho,Cs,Cu,In,Cs.Cu.In.I,4.29073,3.018688,3.068577,I,0,1,0.79,1.9,1.78,2.66,-2.0862,-4.6097,-2.5185,-7.0851,3.8939,7.7264,5.7864,10.4513,-2.0862,-4.6097,-2.5185,-7.0851,0,0.185,0.36,0.315,2.6,1.16,1.11,0.83,1.71,0.88,0.94,0.755,0.6155,-0.82681389
Cs.Cu.Sb.I-ortho,Cs,Cu,Sb,Cs.Cu.Sb.I,4.239205,2.948497,3.077508,I,0,1,0.79,1.9,2.05,2.66,-2.0862,-4.6097,-4.8276,-7.0851,3.8939,7.7264,8.6084,10.4513,-2.0862,-4.6097,-4.8276,-7.0851,0,0.185,0.335,0.315,2.6,1.16,0.935,0.83,1.71,0.88,0.83,0.755,0.2081,-0.771133497
Cs.In.Al.I-ortho,Cs,In,Al,Cs.In.Al.I,4.360586,3.382544,2.808525,I,0,1,0.79,1.78,1.61,2.66,-2.0862,-2.5185,-2.7121,-7.0851,3.8939,5.7864,5.9858,10.4513,-2.0862,-2.5185,-2.7121,-7.0851,0,0.36,0,0.315,2.6,1.11,0.905,0.83,1.71,0.94,0.77,0.755,1.0898,-0.97132933
Cs.In.As.I-ortho,Cs,In,As,Cs.In.As.I,4.342969,3.238946,2.913547,I,0,1,0.79,1.78,2.18,2.66,-2.0862,-2.5185,-5.1947,-7.0851,3.8939,5.7864,9.7886,10.4513,-2.0862,-2.5185,-5.1947,-7.0851,0,0.36,0.155,0.315,2.6,1.11,0.745,0.83,1.71,0.94,0.67,0.755,0.0081,-0.83054769
Cs.In.Bi.I-ortho,Cs,In,Bi,Cs.In.Bi.I,4.314847,3.371382,3.121622,I,0,1,0.79,1.78,2.02,2.66,-2.0862,-2.5185,-4.5702,-7.0851,3.8939,5.7864,7.2855,10.4513,-2.0862,-2.5185,-4.5702,-7.0851,0,0.36,0.438,0.315,2.6,1.11,1.077,0.83,1.71,0.94,0.92,0.755,0.2795,-0.94610179
Cs.In.Ga.I-ortho,Cs,In,Ga,Cs.In.Ga.I,4.34313,2.984985,3.189334,I,0,1,0.79,1.78,1.81,2.66,-2.0862,-2.5185,-2.5791,-7.0851,3.8939,5.7864,5.9993,10.4513,-2.0862,-2.5185,-2.5791,-7.0851,0,0.36,0.17,0.315,2.6,1.11,0.935,0.83,1.71,0.94,0.76,0.755,0.4448,-0.91874504
Cs.In.In.I-ortho,Cs,In,In,Cs.In.In.I,4.450337,3.1699,3.1699,I,0,1,0.79,1.78,1.78,2.66,-2.0862,-2.5185,-2.5185,-7.0851,3.8939,5.7864,5.7864,10.4513,-2.0862,-2.5185,-2.5185,-7.0851,0,0.36,0.36,0.315,2.6,1.11,1.11,0.83,1.71,0.94,0.94,0.755,0.3965,-0.944352
Cs.In.Sb.I-ortho,Cs,In,Sb,Cs.In.Sb.I,4.490535,3.335273,3.062496,I,0,1,0.79,1.78,2.05,2.66,-2.0862,-2.5185,-4.8276,-7.0851,3.8939,5.7864,8.6084,10.4513,-2.0862,-2.5185,-4.8276,-7.0851,0,0.36,0.335,0.315,2.6,1.11,0.935,0.83,1.71,0.94,0.83,0.755,0.304,-0.900476257
Cs.Tl.Al.I-ortho,Cs,Tl,Al,Cs.Tl.Al.I,4.403787,3.456823,2.803329,I,0,1,0.79,2.04,1.61,2.66,-2.0862,-2.37,-2.7121,-7.0851,3.8939,6.1082,5.9858,10.4513,-2.0862,-2.37,-2.7121,-7.0851,0,0.463,0,0.315,2.6,1.22,0.905,0.83,1.71,1.015,0.77,0.755,1.4478,-1.005307535
Cs.Tl.As.I-ortho,Cs,Tl,As,Cs.Tl.As.I,4.434969,3.404902,2.904917,I,0,1,0.79,2.04,2.18,2.66,-2.0862,-2.37,-5.1947,-7.0851,3.8939,6.1082,9.7886,10.4513,-2.0862,-2.37,-5.1947,-7.0851,0,0.463,0.155,0.315,2.6,1.22,0.745,0.83,1.71,1.015,0.67,0.755,0.8489,-0.851096845
Cs.Tl.Bi.I-ortho,Cs,Tl,Bi,Cs.Tl.Bi.I,4.205376,3.464816,3.117697,I,0,1,0.79,2.04,2.02,2.66,-2.0862,-2.37,-4.5702,-7.0851,3.8939,6.1082,7.2855,10.4513,-2.0862,-2.37,-4.5702,-7.0851,0,0.463,0.438,0.315,2.6,1.22,1.077,0.83,1.71,1.015,0.92,0.755,0.8517,-0.978460295
Cs.Tl.Ga.I-ortho,Cs,Tl,Ga,Cs.Tl.Ga.I,4.40917,3.421435,2.850719,I,0,1,0.79,2.04,1.81,2.66,-2.0862,-2.37,-2.5791,-7.0851,3.8939,6.1082,5.9993,10.4513,-2.0862,-2.37,-2.5791,-7.0851,0,0.463,0.17,0.315,2.6,1.22,0.935,0.83,1.71,1.015,0.76,0.755,0.636,-0.912208145
Cs.Tl.In.I-ortho,Cs,Tl,In,Cs.Tl.In.I,4.279559,3.455667,2.977495,I,0,1,0.79,2.04,1.78,2.66,-2.0862,-2.37,-2.5185,-7.0851,3.8939,6.1082,5.7864,10.4513,-2.0862,-2.37,-2.5185,-7.0851,0,0.463,0.36,0.315,2.6,1.22,1.11,0.83,1.71,1.015,0.94,0.755,1.0243,-0.974552655
Cs.Tl.Sb.I-ortho,Cs,Tl,Sb,Cs.Tl.Sb.I,4.313685,3.451086,3.056325,I,0,1,0.79,2.04,2.05,2.66,-2.0862,-2.37,-4.8276,-7.0851,3.8939,6.1082,8.6084,10.4513,-2.0862,-2.37,-4.8276,-7.0851,0,0.463,0.335,0.315,2.6,1.22,0.935,0.83,1.71,1.015,0.83,0.755,0.9189,-0.929734162
K.Ag.Al.I-ortho,K,Ag,Al,K.Ag.Al.I,3.896384,3.088286,2.818185,I,0,1,0.82,1.93,1.61,2.66,-2.319,-4.4045,-2.7121,-7.0851,4.3407,7.5762,5.9858,10.4513,-2.319,-4.4045,-2.7121,-7.0851,0.37,0.385,0,0.315,2.15,1.33,0.905,0.83,1.54,1.045,0.77,0.755,1.0595,-0.852606875
K.Ag.As.I-ortho,K,Ag,As,K.Ag.As.I,3.935605,3.046496,2.919348,I,0,1,0.82,1.93,2.18,2.66,-2.319,-4.4045,-5.1947,-7.0851,4.3407,7.5762,9.7886,10.4513,-2.319,-4.4045,-5.1947,-7.0851,0.37,0.385,0.155,0.315,2.15,1.33,0.745,0.83,1.54,1.045,0.67,0.755,0.8718,-0.705056735
K.Ag.Bi.I-ortho,K,Ag,Bi,K.Ag.Bi.I,3.885317,3.072074,3.126546,I,0,1,0.82,1.93,2.02,2.66,-2.319,-4.4045,-4.5702,-7.0851,4.3407,7.5762,7.2855,10.4513,-2.319,-4.4045,-4.5702,-7.0851,0.37,0.385,0.438,0.315,2.15,1.33,1.077,0.83,1.54,1.045,0.92,0.755,1.0267,-0.827302235
K.Ag.Ga.I-ortho,K,Ag,Ga,K.Ag.Ga.I,3.921898,3.072832,2.893873,I,0,1,0.82,1.93,1.81,2.66,-2.319,-4.4045,-2.5791,-7.0851,4.3407,7.5762,5.9993,10.4513,-2.319,-4.4045,-2.5791,-7.0851,0.37,0.385,0.17,0.315,2.15,1.33,0.935,0.83,1.54,1.045,0.76,0.755,0.5749,-0.771154985
K.Ag.In.I-ortho,K,Ag,In,K.Ag.In.I,3.840821,3.064329,2.995346,I,0,1,0.82,1.93,1.78,2.66,-2.319,-4.4045,-2.5185,-7.0851,4.3407,7.5762,5.7864,10.4513,-2.319,-4.4045,-2.5185,-7.0851,0.37,0.385,0.36,0.315,2.15,1.33,1.11,0.83,1.54,1.045,0.94,0.755,0.6171,-0.827364345
K.Ag.Sb.I-ortho,K,Ag,Sb,K.Ag.Sb.I,3.868248,3.064523,3.068028,I,0,1,0.82,1.93,2.05,2.66,-2.319,-4.4045,-4.8276,-7.0851,4.3407,7.5762,8.6084,10.4513,-2.319,-4.4045,-4.8276,-7.0851,0.37,0.385,0.335,0.315,2.15,1.33,0.935,0.83,1.54,1.045,0.83,0.755,0.9636,-0.780065652
K.Au.Al.I-ortho,K,Au,Al,K.Au.Al.I,3.859532,3.263317,2.962476,I,0,1,0.82,2.54,1.61,2.66,-2.319,-5.7602,-2.7121,-7.0851,4.3407,9.2255,5.9858,10.4513,-2.319,-5.7602,-2.7121,-7.0851,0.37,0.488,0,0.315,2.15,1.45,0.905,0.83,1.54,1.21,0.77,0.755,1.7916,-0.801781775
K.Au.As.I-ortho,K,Au,As,K.Au.As.I,3.935928,3.194306,2.908965,I,0,1,0.82,2.54,2.18,2.66,-2.319,-5.7602,-5.1947,-7.0851,4.3407,9.2255,9.7886,10.4513,-2.319,-5.7602,-5.1947,-7.0851,0.37,0.488,0.155,0.315,2.15,1.45,0.745,0.83,1.54,1.21,0.67,0.755,1.5857,-0.662767785
K.Au.Bi.I-ortho,K,Au,Bi,K.Au.Bi.I,4.377391,3.115935,3.135909,I,0,1,0.82,2.54,2.02,2.66,-2.319,-5.7602,-4.5702,-7.0851,4.3407,9.2255,7.2855,10.4513,-2.319,-5.7602,-4.5702,-7.0851,0.37,0.488,0.438,0.315,2.15,1.45,1.077,0.83,1.54,1.21,0.92,0.755,0.0997,-0.807736255
K.Au.Ga.I-ortho,K,Au,Ga,K.Au.Ga.I,3.84903,3.165012,2.997629,I,0,1,0.82,2.54,1.81,2.66,-2.319,-5.7602,-2.5791,-7.0851,4.3407,9.2255,5.9993,10.4513,-2.319,-5.7602,-2.5791,-7.0851,0.37,0.488,0.17,0.315,2.15,1.45,0.935,0.83,1.54,1.21,0.76,0.755,0.707,-0.731169635
K.Au.In.I-ortho,K,Au,In,K.Au.In.I,3.889684,3.176119,3.103866,I,0,1,0.82,2.54,1.78,2.66,-2.319,-5.7602,-2.5185,-7.0851,4.3407,9.2255,5.7864,10.4513,-2.319,-5.7602,-2.5185,-7.0851,0.37,0.488,0.36,0.315,2.15,1.45,1.11,0.83,1.54,1.21,0.94,0.755,0.8704,-0.774734845
K.Au.Sb.I-ortho,K,Au,Sb,K.Au.Sb.I,3.989367,2.569741,3.066101,I,0,1,0.82,2.54,2.05,2.66,-2.319,-5.7602,-4.8276,-7.0851,4.3407,9.2255,8.6084,10.4513,-2.319,-5.7602,-4.8276,-7.0851,0.37,0.488,0.335,0.315,2.15,1.45,0.935,0.83,1.54,1.21,0.83,0.755,1.6469,-0.732138402
K.Cu.Al.I-ortho,K,Cu,Al,K.Cu.Al.I,3.904231,3.043495,2.899799,I,0,1,0.82,1.9,1.61,2.66,-2.319,-4.6097,-2.7121,-7.0851,4.3407,7.7264,5.9858,10.4513,-2.319,-4.6097,-2.7121,-7.0851,0.37,0.185,0,0.315,2.15,1.16,0.905,0.83,1.54,0.88,0.77,0.755,1.3283,-0.79370025
K.Cu.As.I-ortho,K,Cu,As,K.Cu.As.I,4.060935,2.87217,2.931372,I,0,1,0.82,1.9,2.18,2.66,-2.319,-4.6097,-5.1947,-7.0851,4.3407,7.7264,9.7886,10.4513,-2.319,-4.6097,-5.1947,-7.0851,0.37,0.185,0.155,0.315,2.15,1.16,0.745,0.83,1.54,0.88,0.67,0.755,0.4083,-0.64523631
K.Cu.Bi.I-ortho,K,Cu,Bi,K.Cu.Bi.I,3.876132,2.996973,3.13383,I,0,1,0.82,1.9,2.02,2.66,-2.319,-4.6097,-4.5702,-7.0851,4.3407,7.7264,7.2855,10.4513,-2.319,-4.6097,-4.5702,-7.0851,0.37,0.185,0.438,0.315,2.15,1.16,1.077,0.83,1.54,0.88,0.92,0.755,0.6416,-0.76512996
K.Cu.Ga.I-ortho,K,Cu,Ga,K.Cu.Ga.I,3.918162,2.985688,2.965209,I,0,1,0.82,1.9,1.81,2.66,-2.319,-4.6097,-2.5791,-7.0851,4.3407,7.7264,5.9993,10.4513,-2.319,-4.6097,-2.5791,-7.0851,0.37,0.185,0.17,0.315,2.15,1.16,0.935,0.83,1.54,0.88,0.76,0.755,0.4593,-0.72649011
K.Cu.In.I-ortho,K,Cu,In,K.Cu.In.I,3.942201,2.96331,3.059945,I,0,1,0.82,1.9,1.78,2.66,-2.319,-4.6097,-2.5185,-7.0851,4.3407,7.7264,5.7864,10.4513,-2.319,-4.6097,-2.5185,-7.0851,0.37,0.185,0.36,0.315,2.15,1.16,1.11,0.83,1.54,0.88,0.94,0.755,0.5467,-0.77274142
K.Cu.Sb.I-ortho,K,Cu,Sb,K.Cu.Sb.I,3.855312,2.967341,3.077481,I,0,1,0.82,1.9,2.05,2.66,-2.319,-4.6097,-4.8276,-7.0851,4.3407,7.7264,8.6084,10.4513,-2.319,-4.6097,-4.8276,-7.0851,0.37,0.185,0.335,0.315,2.15,1.16,0.935,0.83,1.54,0.88,0.83,0.755,0.4952,-0.718434277
K.In.Al.I-ortho,K,In,Al,K.In.Al.I,3.913749,3.436034,2.808387,I,0,1,0.82,1.78,1.61,2.66,-2.319,-2.5185,-2.7121,-7.0851,4.3407,5.7864,5.9858,10.4513,-2.319,-2.5185,-2.7121,-7.0851,0.37,0.36,0,0.315,2.15,1.11,0.905,0.83,1.54,0.94,0.77,0.755,1.3827,-0.91849601
K.In.As.I-ortho,K,In,As,K.In.As.I,3.934061,3.333565,2.912761,I,0,1,0.82,1.78,2.18,2.66,-2.319,-2.5185,-5.1947,-7.0851,4.3407,5.7864,9.7886,10.4513,-2.319,-2.5185,-5.1947,-7.0851,0.37,0.36,0.155,0.315,2.15,1.11,0.745,0.83,1.54,0.94,0.67,0.755,0.5268,-0.76651082
K.In.Bi.I-ortho,K,In,Bi,K.In.Bi.I,3.863604,3.414709,3.121157,I,0,1,0.82,1.78,2.02,2.66,-2.319,-2.5185,-4.5702,-7.0851,4.3407,5.7864,7.2855,10.4513,-2.319,-2.5185,-4.5702,-7.0851,0.37,0.36,0.438,0.315,2.15,1.11,1.077,0.83,1.54,0.94,0.92,0.755,0.5802,-0.88892632
K.In.Ga.I-ortho,K,In,Ga,K.In.Ga.I,3.911844,2.984495,3.242211,I,0,1,0.82,1.78,1.81,2.66,-2.319,-2.5185,-2.5791,-7.0851,4.3407,5.7864,5.9993,10.4513,-2.319,-2.5185,-2.5791,-7.0851,0.37,0.36,0.17,0.315,2.15,1.11,0.935,0.83,1.54,0.94,0.76,0.755,0.7663,-0.86481372
K.In.In.I-ortho,K,In,In,K.In.In.I,3.958613,3.188982,3.188982,I,0,1,0.82,1.78,1.78,2.66,-2.319,-2.5185,-2.5185,-7.0851,4.3407,5.7864,5.7864,10.4513,-2.319,-2.5185,-2.5185,-7.0851,0.37,0.36,0.36,0.315,2.15,1.11,1.11,0.83,1.54,0.94,0.94,0.755,0.6951,-0.88895953
K.In.Sb.I-ortho,K,In,Sb,K.In.Sb.I,3.984359,3.393431,3.061753,I,0,1,0.82,1.78,2.05,2.66,-2.319,-2.5185,-4.8276,-7.0851,4.3407,5.7864,8.6084,10.4513,-2.319,-2.5185,-4.8276,-7.0851,0.37,0.36,0.335,0.315,2.15,1.11,0.935,0.83,1.54,0.94,0.83,0.755,0.7056,-0.840849337
K.Tl.Al.I-ortho,K,Tl,Al,K.Tl.Al.I,3.927328,3.494096,2.803611,I,0,1,0.82,2.04,1.61,2.66,-2.319,-2.37,-2.7121,-7.0851,4.3407,6.1082,5.9858,10.4513,-2.319,-2.37,-2.7121,-7.0851,0.37,0.463,0,0.315,2.15,1.22,0.905,0.83,1.54,1.015,0.77,0.755,1.6961,-0.955623015
K.Tl.As.I-ortho,K,Tl,As,K.Tl.As.I,3.950482,3.455429,2.906889,I,0,1,0.82,2.04,2.18,2.66,-2.319,-2.37,-5.1947,-7.0851,4.3407,6.1082,9.7886,10.4513,-2.319,-2.37,-5.1947,-7.0851,0.37,0.463,0.155,0.315,2.15,1.22,0.745,0.83,1.54,1.015,0.67,0.755,1.173,-0.796342875
K.Tl.Bi.I-ortho,K,Tl,Bi,K.Tl.Bi.I,3.866502,3.487658,3.117441,I,0,1,0.82,2.04,2.02,2.66,-2.319,-2.37,-4.5702,-7.0851,4.3407,6.1082,7.2855,10.4513,-2.319,-2.37,-4.5702,-7.0851,0.37,0.463,0.438,0.315,2.15,1.22,1.077,0.83,1.54,1.015,0.92,0.755,1.088,-0.924913925
K.Tl.Ga.I-ortho,K,Tl,Ga,K.Tl.Ga.I,3.936119,3.46393,2.848141,I,0,1,0.82,2.04,1.81,2.66,-2.319,-2.37,-2.5791,-7.0851,4.3407,6.1082,5.9993,10.4513,-2.319,-2.37,-2.5791,-7.0851,0.37,0.463,0.17,0.315,2.15,1.22,0.935,0.83,1.54,1.015,0.76,0.755,0.8671,-0.860636175
K.Tl.In.I-ortho,K,Tl,In,K.Tl.In.I,3.972689,3.485806,2.97452,I,0,1,0.82,2.04,1.78,2.66,-2.319,-2.37,-2.5185,-7.0851,4.3407,6.1082,5.7864,10.4513,-2.319,-2.37,-2.5185,-7.0851,0.37,0.463,0.36,0.315,2.15,1.22,1.11,0.83,1.54,1.015,0.94,0.755,1.2492,-0.923076085
K.Tl.Sb.I-ortho,K,Tl,Sb,K.Tl.Sb.I,3.997593,3.478272,3.05853,I,0,1,0.82,2.04,2.05,2.66,-2.319,-2.37,-4.8276,-7.0851,4.3407,6.1082,8.6084,10.4513,-2.319,-2.37,-4.8276,-7.0851,0.37,0.463,0.335,0.315,2.15,1.22,0.935,0.83,1.54,1.015,0.83,0.755,1.2075,-0.875102192
Rb.Ag.Al.I-ortho,Rb,Ag,Al,Rb.Ag.Al.I,4.161829,3.108622,2.823149,I,0,1,0.82,1.93,1.61,2.66,-2.2327,-4.4045,-2.7121,-7.0851,4.1771,7.5762,5.9858,10.4513,-2.2327,-4.4045,-2.7121,-7.0851,0.71,0.385,0,0.315,2.43,1.33,0.905,0.83,1.67,1.045,0.77,0.755,0.8823,-0.865801415
Rb.Ag.As.I-ortho,Rb,Ag,As,Rb.Ag.As.I,4.178034,3.040545,2.917763,I,0,1,0.82,1.93,2.18,2.66,-2.2327,-4.4045,-5.1947,-7.0851,4.1771,7.5762,9.7886,10.4513,-2.2327,-4.4045,-5.1947,-7.0851,0.71,0.385,0.155,0.315,2.43,1.33,0.745,0.83,1.67,1.045,0.67,0.755,0.6606,-0.720590475
Rb.Ag.Bi.I-ortho,Rb,Ag,Bi,Rb.Ag.Bi.I,4.091423,3.068649,3.12688,I,0,1,0.82,1.93,2.02,2.66,-2.2327,-4.4045,-4.5702,-7.0851,4.1771,7.5762,7.2855,10.4513,-2.2327,-4.4045,-4.5702,-7.0851,0.71,0.385,0.438,0.315,2.43,1.33,1.077,0.83,1.67,1.045,0.92,0.755,0.9444,-0.843083625
Rb.Ag.Ga.I-ortho,Rb,Ag,Ga,Rb.Ag.Ga.I,3.997319,3.094618,2.905515,I,0,1,0.82,1.93,1.81,2.66,-2.2327,-4.4045,-2.5791,-7.0851,4.1771,7.5762,5.9993,10.4513,-2.2327,-4.4045,-2.5791,-7.0851,0.71,0.385,0.17,0.315,2.43,1.33,0.935,0.83,1.67,1.045,0.76,0.755,0.5923,-0.787902275
Rb.Ag.In.I-ortho,Rb,Ag,In,Rb.Ag.In.I,4.032914,3.072744,3.00315,I,0,1,0.82,1.93,1.78,2.66,-2.2327,-4.4045,-2.5185,-7.0851,4.1771,7.5762,5.7864,10.4513,-2.2327,-4.4045,-2.5185,-7.0851,0.71,0.385,0.36,0.315,2.43,1.33,1.11,0.83,1.67,1.045,0.94,0.755,0.5097,-0.842628535
Rb.Ag.Sb.I-ortho,Rb,Ag,Sb,Rb.Ag.Sb.I,4.06987,3.061443,3.067134,I,0,1,0.82,1.93,2.05,2.66,-2.2327,-4.4045,-4.8276,-7.0851,4.1771,7.5762,8.6084,10.4513,-2.2327,-4.4045,-4.8276,-7.0851,0.71,0.385,0.335,0.315,2.43,1.33,0.935,0.83,1.67,1.045,0.83,0.755,0.8157,-0.796277342
Rb.Au.Al.I-ortho,Rb,Au,Al,Rb.Au.Al.I,3.934815,3.269242,2.963761,I,0,1,0.82,2.54,1.61,2.66,-2.2327,-5.7602,-2.7121,-7.0851,4.1771,9.2255,5.9858,10.4513,-2.2327,-5.7602,-2.7121,-7.0851,0.71,0.488,0,0.315,2.43,1.45,0.905,0.83,1.67,1.21,0.77,0.755,1.7762,-0.821338815
Rb.Au.As.I-ortho,Rb,Au,As,Rb.Au.As.I,4.193404,3.053614,2.92698,I,0,1,0.82,2.54,2.18,2.66,-2.2327,-5.7602,-5.1947,-7.0851,4.1771,9.2255,9.7886,10.4513,-2.2327,-5.7602,-5.1947,-7.0851,0.71,0.488,0.155,0.315,2.43,1.45,0.745,0.83,1.67,1.21,0.67,0.755,0,-0.660047875
Rb.Au.Bi.I-ortho,Rb,Au,Bi,Rb.Au.Bi.I,4.109151,3.285979,3.126458,I,0,1,0.82,2.54,2.02,2.66,-2.2327,-5.7602,-4.5702,-7.0851,4.1771,9.2255,7.2855,10.4513,-2.2327,-5.7602,-4.5702,-7.0851,0.71,0.488,0.438,0.315,2.43,1.45,1.077,0.83,1.67,1.21,0.92,0.755,1.6172,-0.803919525
Rb.Au.Ga.I-ortho,Rb,Au,Ga,Rb.Au.Ga.I,3.932757,3.182502,3.000978,I,0,1,0.82,2.54,1.81,2.66,-2.2327,-5.7602,-2.5791,-7.0851,4.1771,9.2255,5.9993,10.4513,-2.2327,-5.7602,-2.5791,-7.0851,0.71,0.488,0.17,0.315,2.43,1.45,0.935,0.83,1.67,1.21,0.76,0.755,0.7292,-0.752250425
Rb.Au.In.I-ortho,Rb,Au,In,Rb.Au.In.I,3.963563,3.164147,3.102354,I,0,1,0.82,2.54,1.78,2.66,-2.2327,-5.7602,-2.5185,-7.0851,4.1771,9.2255,5.7864,10.4513,-2.2327,-5.7602,-2.5185,-7.0851,0.71,0.488,0.36,0.315,2.43,1.45,1.11,0.83,1.67,1.21,0.94,0.755,0.8177,-0.795363435
Rb.Au.Sb.I-ortho,Rb,Au,Sb,Rb.Au.Sb.I,4.063666,3.276127,3.068314,I,0,1,0.82,2.54,2.05,2.66,-2.2327,-5.7602,-4.8276,-7.0851,4.1771,9.2255,8.6084,10.4513,-2.2327,-5.7602,-4.8276,-7.0851,0.71,0.488,0.335,0.315,2.43,1.45,0.935,0.83,1.67,1.21,0.83,0.755,1.6525,-0.755109692
Rb.Cu.Al.I-ortho,Rb,Cu,Al,Rb.Cu.Al.I,3.987641,3.079992,2.910838,I,0,1,0.82,1.9,1.61,2.66,-2.2327,-4.6097,-2.7121,-7.0851,4.1771,7.7264,5.9858,10.4513,-2.2327,-4.6097,-2.7121,-7.0851,0.71,0.185,0,0.315,2.43,1.16,0.905,0.83,1.67,0.88,0.77,0.755,1.3409,-0.81184319
